"location", "wms_url", "lat", "lng", "year", "county", "comp_loc", "n_frk_res", "n_oth_res", "n_unk_res", "n_tot_res", "crowd_sel", "p_crd_a", "p_s_crd_a"
"41.57853605-76.02834636---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.5785360481","-76.0283463647","2008","Wyoming","final_internal","","3","","3","other","100",""
"41.84105775-77.05070639---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.8410577527","-77.0507063893","2010","Tioga","public","","12","","12","other","100",""
"41.67206728-76.0975872---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6720672797","-76.0975872013","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.78580027-78.17289009---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7858002694","-78.1728900851","2005","Potter","final_internal","","4","","4","other","100",""
"41.13292409-79.75263128---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.1329240858","-79.7526312821","2005","Butler","final_internal","","3","","3","other","100",""
"41.65376485-77.41953765---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6537648496","-77.4195376486","2010","Tioga","sweeper_internal","","1","","1","other","100",""
"40.27337908-80.2995855---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.2733790801","-80.2995855015","2008","Washington","first_internal","","3","","3","other","100",""
"39.88502381-80.00299379---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.8850238052","-80.0029937864","2008","Greene","first_internal","","3","","3","other","100",""
"41.09495391-77.95370889---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.0949539126","-77.9537088927","2010","Centre","public","","11","1","12","other","91",""
"41.79063322-78.17231566---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7906332155","-78.1723156633","2008","Potter","final_internal","","3","","3","other","100",""
"41.1345663-79.75210803---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.1345662992","-79.75210803","2005","Butler","final_internal","","3","","3","other","100",""
"40.29943981-80.30314801---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.299439806","-80.3031480077","2005","Washington","final_internal","","3","","3","other","100",""
"40.86226263-79.53494778---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.8622626302","-79.5349477846","2005","Armstrong","final_internal","","3","","3","other","100",""
"41.78573002-78.5458191---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7857300203","-78.545819102","2010","McKean","public","2","8","","10","other","80",""
"40.83347044-80.0550543---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.8334704392","-80.0550543034","2010","Butler","public","","13","1","14","other","92",""
"40.51282324-79.19011623---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.5128232441","-79.1901162312","2008","Indiana","first_internal","","3","","3","other","100",""
"39.94381346-80.02042341---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.9438134589","-80.0204234114","2008","Greene","first_internal","","3","","3","other","100",""
"41.72901526-78.16981367---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.729015257","-78.1698136701","2010","Potter","sweeper_internal","","1","","1","other","100",""
"41.74710967-75.86722551---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7471096692","-75.8672255145","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.74800918-75.93998815---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7480091769","-75.9399881517","2008","Susquehanna","final_internal","","4","","4","other","100",""
"41.68644657-75.90216623---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6864465655","-75.9021662345","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.63287777-76.41523414---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6328777701","-76.4152341409","2005","Bradford","final_internal","","3","","3","other","100",""
"41.73233397-76.81341644---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7323339726","-76.8134164381","2010","Bradford","sweeper_internal","","1","","1","other","100",""
"39.86699268-80.03001786---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","39.8669926759","-80.03001786","2005","Greene","final_internal","2","1","","3","fracking","66",""
"39.91297497-79.93392154---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9129749712","-79.9339215396","2010","Greene","public","","10","","10","other","100",""
"41.7107054-76.67596445---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7107053973","-76.6759644513","2005","Bradford","final_internal","","3","","3","other","100",""
"41.76997364-76.01200622---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7699736362","-76.0120062218","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.79142772-77.18783591---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7914277183","-77.1878359119","2005","Tioga","final_internal","","3","","3","other","100",""
"41.74479718-76.7731896---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.74479718","-76.7731896","2010","Bradford","first_internal","","3","","3","other","100",""
"41.59929128-75.56792041---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.59929128","-75.56792041","2010","Lackawanna","first_internal","","3","","3","other","100",""
"41.37117789-77.5654489---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.3711778883","-77.5654488999","2010","Clinton","sweeper_internal","","1","","1","other","100",""
"41.84415746-76.96447264---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.8441574599","-76.9644726435","2008","Tioga","final_internal","","3","","3","other","100",""
"41.68166241-75.79935863---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6816624133","-75.7993586253","2010","Susquehanna","sweeper_internal","1","","","1","fracking","100",""
"40.51389149-79.18079944---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.5138914882","-79.1807994383","2008","Indiana","first_internal","2","","1","3","fracking","66",""
"39.93712281-79.83823036---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9371228052","-79.8382303624","2010","Fayette","public","","9","1","10","other","90",""
"41.68932669-76.34337992---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6893266887","-76.3433799194","2008","Bradford","final_internal","","3","","3","other","100",""
"41.25031097-76.50094116---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.2503109728","-76.5009411595","2010","Lycoming","sweeper_internal","","1","","1","other","100",""
"40.81190245-80.03562505---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.8119024527","-80.0356250496","2008","Butler","first_internal","","3","","3","other","100",""
"39.87489118-80.05706596---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","39.8748911776","-80.0570659563","2005","Greene","final_internal","","3","","3","other","100",""
"39.83253865-80.00721821---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8325386487","-80.0072182117","2010","Greene","public","10","","","10","fracking","100",""
"41.7391638-75.95399545---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7391637956","-75.9539954543","2008","Susquehanna","final_internal","","3","","3","other","100",""
"40.77346081-79.61603127---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.7734608128","-79.6160312739","2008","Armstrong","first_internal","","3","","3","other","100",""
"39.88268128-80.27396445---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8826812822","-80.2739644529","2010","Greene","public","1","9","","10","other","90",""
"40.69793641-78.91759967---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.697936413","-78.9175996663","2008","Indiana","final_internal","","3","","3","other","100",""
"41.49345975-78.59455329---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.4934597486","-78.5945532872","2008","Elk","final_internal","","2","1","3","other","66",""
"39.72809371-80.01609289---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.7280937087","-80.0160928882","2010","Greene","public","","10","","10","other","100",""
"40.75811435-79.82639812---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.7581143528","-79.826398117","2010","Butler","public","1","18","","19","other","94",""
"40.2835178-80.31558452---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.2835178035","-80.3155845151","2005","Washington","final_internal","","3","","3","other","100",""
"41.74947287-75.93422118---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7494728728","-75.934221182","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.6807831-77.59793789---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6807830973","-77.5979378886","2005","Potter","final_internal","","4","","4","other","100",""
"40.12222759-79.80084206---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.1222275874","-79.80084206","2005","Fayette","final_internal","","3","","3","other","100",""
"41.71336304-76.0181955---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.71336304","-76.0181955","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.6394617-76.38092366---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6394616988","-76.3809236565","2005","Bradford","final_internal","","3","","3","other","100",""
"40.80242642-80.04449594---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.8024264183","-80.0444959374","2010","Butler","public","","12","","12","other","100",""
"41.6775601-75.91360239---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6775600955","-75.9136023853","2005","Susquehanna","final_internal","","4","","4","other","100",""
"41.54294114-76.42206601---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.5429411366","-76.422066006","2008","Sullivan","final_internal","","3","","3","other","100",""
"41.27963728-76.62521409---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.2796372761","-76.6252140869","2008","Lycoming","final_internal","","3","","3","other","100",""
"41.76784655-76.24760036---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.76784655","-76.24760036","2010","Bradford","first_internal","","3","","3","other","100",""
"41.64099603-77.40687987---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6409960261","-77.4068798729","2010","Tioga","public","","10","2","12","other","83",""
"39.97182502-80.00200405---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9718250211","-80.0020040506","2010","Fayette","public","","10","","10","other","100",""
"39.92286921-79.96765107---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.922869206","-79.9676510678","2010","Greene","public","","10","","10","other","100",""
"41.9338899-75.46855906---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.9338899","-75.46855906","2010","Wayne","first_internal","","3","","3","other","100",""
"41.68632612-78.63485566---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6863261247","-78.6348556572","2010","McKean","public","9","","1","10","fracking","90",""
"39.83705983-79.97144299---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.8370598345","-79.9714429906","2008","Greene","sweeper_internal","1","","","1","fracking","100",""
"41.52203558-76.54221815---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.5220355806","-76.5422181525","2008","Sullivan","final_internal","","3","","3","other","100",""
"41.52955347-77.15638773---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.5295534679","-77.1563877335","2005","Lycoming","missing_internal","","1","","1","other","100",""
"41.73947187-76.0570314---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.73947187","-76.0570314","2010","Susquehanna","first_internal","","3","","3","other","100",""
"40.86427552-79.50092205---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.8642755227","-79.5009220525","2008","Armstrong","first_internal","","3","","3","other","100",""
"39.86629088-80.0576593---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8662908781","-80.0576592994","2010","Greene","public","","9","1","10","other","90",""
"39.80581218-79.52234669---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8058121751","-79.5223466931","2010","Fayette","sweeper_internal","","1","","1","other","100",""
"41.60656587-76.54510235---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6065658718","-76.545102346","2008","Bradford","final_internal","1","2","","3","other","66",""
"40.88025057-79.51890534---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.8802505697","-79.5189053371","2005","Armstrong","final_internal","","3","","3","other","100",""
"40.13887433-79.76408782---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.1388743326","-79.7640878195","2010","Westmoreland","public","10","","","10","fracking","100",""
"41.69661961-75.93668704---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6966196098","-75.9366870356","2008","Susquehanna","final_internal","","3","","3","other","100",""
"40.99963584-78.85356872---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.9996358398","-78.8535687229","2005","Jefferson","final_internal","","3","","3","other","100",""
"39.90963397-79.85872264---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.9096339712","-79.8587226448","2010","Fayette","public","","8","2","10","other","80",""
"41.75038-77.3421574---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7503800005","-77.3421573957","2005","Tioga","missing_internal","","1","","1","other","100",""
"40.85692388-79.53764838---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.856923877","-79.5376483777","2010","Armstrong","public","9","1","","10","fracking","90",""
"40.99930416-78.86290451---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","40.9993041592","-78.8629045068","2005","Jefferson","final_internal","","3","","3","other","100",""
"41.72360975-76.78859066---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.72360975","-76.78859066","2010","Bradford","first_internal","","3","","3","other","100",""
"41.7122041-75.59429318---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7122041","-75.59429318","2010","Susquehanna","first_internal","","3","","3","other","100",""
"39.89347325-80.28845849---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.8934732536","-80.2884584893","2008","Greene","sweeper_internal","1","","","1","fracking","100",""
"41.32165904-76.69152619---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.3216590437","-76.6915261929","2008","Lycoming","final_internal","","3","","3","other","100",""
"41.72568834-76.8150266---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7256883395","-76.8150265983","2008","Bradford","final_internal","","3","","3","other","100",""
"41.7201138-75.89104439---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7201137953","-75.8910443895","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.067087-77.90986656---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.0670870041","-77.90986656","2010","Centre","public","","10","","10","other","100",""
"41.68520195-76.31573331---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6852019519","-76.3157333117","2008","Bradford","final_internal","","3","","3","other","100",""
"39.92261382-79.99830099---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","39.9226138212","-79.9983009942","2005","Greene","final_internal","","3","","3","other","100",""
"41.70956853-76.681722---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7095685341","-76.6817220023","2008","Bradford","final_internal","3","","","3","fracking","100",""
"41.73776381-77.2353102---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7377638087","-77.2353101992","2010","Tioga","public","","10","","10","other","100",""
"41.83881248-76.04966484---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.8388124801","-76.0496648377","2010","Susquehanna","sweeper_internal","","1","","1","other","100",""
"41.45766576-78.26679866---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.457665765","-78.2667986601","2010","Cameron","sweeper_internal","","1","","1","other","100",""
"39.88072746-80.02407137---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","39.8807274599","-80.0240713668","2005","Greene","final_internal","","3","","3","other","100",""
"41.88961484-76.96656079---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.8896148363","-76.966560793","2010","Tioga","public","11","","1","12","fracking","91",""
"39.82240139-80.28071281---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","39.8224013934","-80.2807128052","2005","Greene","final_internal","","3","","3","other","100",""
"41.77799988-75.91997184---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7779998765","-75.9199718433","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.6777633-76.35736468---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6777633042","-76.3573646822","2005","Bradford","final_internal","","4","","4","other","100",""
"41.71093573-75.91525923---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.71093573","-75.91525923","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.73753398-76.8104735---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7375339813","-76.8104734999","2005","Bradford","final_internal","","3","","3","other","100",""
"41.28020853-76.65124055---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.2802085278","-76.6512405469","2005","Lycoming","missing_internal","","1","","1","other","100",""
"41.69720885-76.97188131---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.697208849","-76.9718813066","2010","Tioga","public","9","","2","11","fracking","81",""
"41.69562606-75.84339623---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6956260586","-75.8433962251","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.95778081-76.86778114---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.9577808079","-76.8677811397","2005","Bradford","final_internal","","3","","3","other","100",""
"41.67949354-75.8025894---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6794935432","-75.8025894008","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.75452611-76.98623996---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7545261089","-76.9862399574","2010","Tioga","sweeper_internal","","1","","1","other","100",""
"40.2714184-80.35573987---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.271418396","-80.3557398746","2010","Washington","public","1","9","","10","other","90",""
"40.17812-80.4011989---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.1781199971","-80.4011989008","2010","Washington","public","","10","","10","other","100",""
"41.69026476-76.8530216---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.69026476","-76.8530216","2010","Bradford","sweeper_internal","","1","","1","other","100",""
"41.69882917-75.91735764---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.69882917","-75.91735764","2010","Susquehanna","first_internal","","3","","3","other","100",""
"39.81651857-79.96873786---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8165185723","-79.9687378593","2010","Greene","public","","10","","10","other","100",""
"41.66090103-75.95569883---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.66090103","-75.95569883","2010","Susquehanna","first_internal","","3","","3","other","100",""
"41.15030622-79.21690094---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.1503062175","-79.2169009409","2010","Clarion","public","10","","","10","fracking","100",""
"41.69728971-75.86540378---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.69728971","-75.86540378","2010","Susquehanna","first_internal","1","","2","3","unknown","66",""
"41.84656197-76.38952113---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.8465619669","-76.3895211316","2008","Bradford","final_internal","","4","","4","other","100",""
"41.73118639-77.21148666---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7311863927","-77.2114866603","2010","Tioga","public","","12","","12","other","100",""
"41.70107321-75.90863901---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7010732105","-75.9086390116","2010","Susquehanna","sweeper_internal","","1","","1","other","100",""
"41.77025183-76.80477461---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7702518323","-76.8047746052","2008","Bradford","final_internal","","3","","3","other","100",""
"41.52814049-76.3561123---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.5281404887","-76.3561123","2005","Sullivan","final_internal","","3","","3","other","100",""
"41.61138912-76.98146584---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.6113891197","-76.981465843","2010","Tioga","public","","10","2","12","other","83",""
"40.99277002-78.85770362---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.9927700235","-78.857703625","2010","Jefferson","public","","9","1","10","other","90",""
"41.85803605-76.69215599---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.8580360524","-76.6921559901","2008","Bradford","final_internal","1","2","","3","other","66",""
"41.2480784-76.57574079---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.2480783976","-76.575740792","2008","Lycoming","final_internal","","3","","3","other","100",""
"41.70941851-75.89306865---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7094185109","-75.8930686457","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.63160842-76.43035927---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.63160842","-76.43035927","2010","Bradford","first_internal","","3","","3","other","100",""
"41.73054109-77.37136071---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7305410898","-77.3713607145","2010","Tioga","public","","11","","11","other","100",""
"41.68759854-75.89880593---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.687598544","-75.8988059285","2005","Susquehanna","final_internal","","3","","3","other","100",""
"41.71410913-75.92373837---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7141091297","-75.9237383744","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.73510882-75.87348793---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.7351088177","-75.8734879324","2005","Susquehanna","final_internal","","3","","3","other","100",""
"39.83762015-79.54031825---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8376201547","-79.5403182496","2010","Fayette","public","1","9","","10","other","90",""
"39.81004891-79.96596405---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.8100489124","-79.9659640473","2008","Greene","first_internal","","3","","3","other","100",""
"41.11031098-78.97223714---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.1103109772","-78.9722371427","2010","Jefferson","public","","10","","10","other","100",""
"41.66702472-75.66933157---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6670247203","-75.6693315737","2008","Susquehanna","final_internal","","3","","3","other","100",""
"41.75999545-76.46735435---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","41.7599954451","-76.4673543463","2010","Bradford","sweeper_internal","","1","","1","other","100",""
"41.69778858-76.72986651---2005","https://mapsengine.google.com/06136759344167181854-15960346301379896183-4/wms/?version=1.3.0","41.6977885775","-76.7298665112","2005","Bradford","final_internal","","3","","3","other","100",""
"41.62911629-76.41023522---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.6291162898","-76.4102352156","2008","Bradford","final_internal","","3","","3","other","100",""
"41.72363405-75.87840428---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.7236340532","-75.8784042809","2008","Susquehanna","final_internal","","3","","3","other","100",""
"39.90310889-79.99442845---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","39.903108888","-79.9944284529","2008","Greene","first_internal","","3","","3","other","100",""
"41.58128049-77.06659826---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.5812804892","-77.0665982607","2008","Tioga","final_internal","","3","","3","other","100",""
"40.67364721-79.74288402---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","40.6736472077","-79.7428840167","2008","Butler","first_internal","","3","","3","other","100",""
"39.83713323-79.97119784---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","39.8371332285","-79.9711978419","2010","Greene","sweeper_internal","","1","","1","other","100",""
"41.83874533-76.37977151---2008","https://mapsengine.google.com/06136759344167181854-00219351362547715467-4/wms/?version=1.3.0","41.8387453332","-76.3797715113","2008","Bradford","final_internal","","4","","4","other","100",""
"40.26138773-80.35252227---2010","https://mapsengine.google.com/06136759344167181854-06191489742681286724-4/wms/?version=1.3.0","40.2613877323","-80.3525222689","2010","Washington","public","","10","","10","other","100",""
