Permit Issued,County,Township,API #,Status,Operator,Well Name & Number,Surface Lat,Surface Long,Endpoint Lat,Endpoint Long
06/13/2013,GUERNSEY,WILLS,34059242930100,Producing,PDC ENERGY INC,DETWEILER 2H,39.9887824,-81.3865435,40.001783,-81.3895691
08/07/2013,GUERNSEY,OXFORD,34059242960000,Drilled,CHESAPEAKE EXPLORATION LLC,YOCKEY 18-9-7 3H,40.031041,-81.2790054,40.0447449,-81.2889835
08/21/2013,GUERNSEY,OXFORD,34059242970000,Producing,CHESAPEAKE EXPLORATION LLC,YOCKEY 18-9-7 7H,40.031114,-81.278897,40.0477843,-81.2821114
07/19/2013,GUERNSEY,LONDONDERRY,34059243000000,Permitted,GULFPORT ENERGY CORPORATION,RIPLEY 5-26H,40.1446508,-81.3054984,40.128079,-81.3007702
07/19/2013,GUERNSEY,LONDONDERRY,34059243010000,Drilling,GULFPORT ENERGY CORPORATION,RIPLEY 4-26H,40.1446284,-81.3054523,40.1282615,-81.3008993
07/19/2013,GUERNSEY,LONDONDERRY,34059243020000,Drilling,GULFPORT ENERGY CORPORATION,RIPLEY 3-26H,40.144606,-81.3054098,40.1292871,-81.2978275
07/19/2013,GUERNSEY,LONDONDERRY,34059243030000,Drilling,GULFPORT ENERGY CORPORATION,RIPLEY 2-26H,40.1445808,-81.3053637,40.1304951,-81.2948847
08/06/2013,GUERNSEY,WILLS,34059243040000,Producing,PDC ENERGY INC,COMMISSIONERS 3H,39.998136,-81.436894,40.0100977,-81.4332908
08/06/2013,GUERNSEY,WILLS,34059243050000,Producing,PDC ENERGY INC,COMMISSIONERS 2H,39.9981067,-81.436998,40.010451,-81.4347062
09/06/2013,GUERNSEY,MILLWOOD,34059243060000,Permitted,CHESAPEAKE EXPLORATION LLC,HD MCCLAIN 28-9-7 5H,40.0110415,-81.3136199,40.0204442,-81.3209505
11/19/2013,GUERNSEY,MILLWOOD,34059243080000,Drilled,CHESAPEAKE EXPLORATION LLC,HD MCCLAIN 28-9-7 7H,40.0110271,-81.3135524,40.0257197,-81.3200217
10/21/2013,GUERNSEY,SPENCER,34059243100100,Drilling,EQT PRODUCTION COMPANY,NCD3 580035,39.9221547,-81.625679,39.9083535,-81.6197818
06/16/2014,GUERNSEY,WASHINGTON,34059243130100,Permitted,CARRIZO (UTICA) LLC,BROWN 1-H,40.1823463,-81.4135378,40.1651811,-81.4011586
04/17/2014,GUERNSEY,WILLS,34059243140000,Drilled,AMERICAN ENERGY UTICA LLC,SHUGERT DADDY E WLS GR 5H,40.0051149,-81.4114523,40.0292072,-81.4217805
09/27/2013,GUERNSEY,OXFORD,34059243160000,Producing,GULFPORT ENERGY CORPORATION,KAREN 23-9-7 4H,40.0253908,-81.2898639,40.0060675,-81.2820398
09/27/2013,GUERNSEY,OXFORD,34059243170000,Producing,GULFPORT ENERGY CORPORATION,KAREN 23-9-7 3H,40.0253549,-81.289836,40.0089782,-81.2813033
09/27/2013,GUERNSEY,OXFORD,34059243180000,Producing,GULFPORT ENERGY CORPORATION,KAREN 23-9-7 2H,40.0253189,-81.289808,40.0117783,-81.2804866
09/27/2013,GUERNSEY,OXFORD,34059243190000,Producing,GULFPORT ENERGY CORPORATION,KAREN 23-9-7 1H,40.0252829,-81.2897801,40.0120691,-81.2778324
11/26/2013,GUERNSEY,RICHLAND,34059243200100,Permitted,CARRIZO (UTICA) LLC,MOHOROVICH 1-H,39.955058,-81.3778982,39.9750582,-81.3908848
03/19/2014,GUERNSEY,MILLWOOD,34059243250100,Permitted,ECLIPSE RESOURCES I LP,HAYES UNIT 8H,39.9973267,-81.3320763,39.9831506,-81.3160234
03/19/2014,GUERNSEY,MILLWOOD,34059243260100,Permitted,ECLIPSE RESOURCES I LP,HAYES UNIT 6H,39.9973816,-81.3320753,39.9821492,-81.318278
03/19/2014,GUERNSEY,MILLWOOD,34059243270100,Permitted,ECLIPSE RESOURCES I LP,HAYES UNIT 2H,39.9974914,-81.3320735,39.9801465,-81.3227942
03/19/2014,GUERNSEY,MILLWOOD,34059243280100,Permitted,ECLIPSE RESOURCES I LP,HAYES UNIT 4H,39.9974365,-81.3320744,39.9811479,-81.3205362
03/17/2014,GUERNSEY,MILLWOOD,34059243300100,Permitted,ECLIPSE RESOURCES I LP,PORA UNIT 6H,39.9815696,-81.3187839,39.9625852,-81.3036373
03/17/2014,GUERNSEY,MILLWOOD,34059243310100,Permitted,ECLIPSE RESOURCES I LP,PORA UNIT 4H,39.9815147,-81.3187849,39.9616395,-81.3059368
02/24/2014,GUERNSEY,WILLS,34059243340000,Drilled,AMERICAN ENERGY UTICA LLC,SHUGERT DADDY WLS GR 1H,40.0050362,-81.4115535,40.0279302,-81.4280281
03/19/2014,GUERNSEY,WILLS,34059243350000,Drilled,AMERICAN ENERGY UTICA LLC,SHUGERT DADDY WLS GR 3H,40.0050742,-81.4115029,40.0278198,-81.4252694
02/24/2014,GUERNSEY,RICHLAND,34059243360000,Drilling,PDC ENERGY INC,DYNAMITE 1-H,39.9782166,-81.420463,39.9651481,-81.4239948
02/24/2014,GUERNSEY,RICHLAND,34059243380000,Drilling,PDC ENERGY INC,DYNAMITE 3-H,39.9782156,-81.420356,39.9549597,-81.4194866
02/24/2014,GUERNSEY,RICHLAND,34059243390000,Drilling,PDC ENERGY INC,DYNAMITE 4-H,39.9782151,-81.4203024,39.9548762,-81.4169801
05/07/2014,GUERNSEY,MADISON,34059243410000,Drilling,AMERICAN ENERGY UTICA LLC,RED HILL FARM MDS GR 5H,40.1275146,-81.3458859,40.1496161,-81.3590757
03/17/2014,GUERNSEY,MILLWOOD,34059243420000,Drilling,ECLIPSE RESOURCES I LP,PORA UNIT 2H,39.9814597,-81.3187822,39.9603866,-81.3080026
03/17/2014,GUERNSEY,MILLWOOD,34059243430000,Drilling,ECLIPSE RESOURCES I LP,PORA UNIT 8H,39.9816245,-81.3187866,39.9637052,-81.3014667
06/13/2014,GUERNSEY,LONDONDERRY,34059243440000,Drilling,AMERICAN ENERGY UTICA LLC,LAWSON LND GR 4H,40.1277651,-81.2963769,40.1067794,-81.281379
05/23/2014,GUERNSEY,LONDONDERRY,34059243460000,Permitted,AMERICAN ENERGY UTICA LLC,LAKE WEST LND GR 2H,40.1483883,-81.2975354,40.132492,-81.2875111
07/16/2014,GUERNSEY,LONDONDERRY,34059243460100,Permitted,AMERICAN ENERGY UTICA LLC,LAKE WEST LND GR 2H,40.1483883,-81.2975354,40.132492,-81.2875111
04/04/2014,GUERNSEY,MILLWOOD,34059243470100,Permitted,ECLIPSE RESOURCES I LP,FRITZ UNIT 7H,40.008404,-81.333425,40.0298637,-81.3416601
04/04/2014,GUERNSEY,MILLWOOD,34059243480100,Permitted,ECLIPSE RESOURCES I LP,FRITZ UNIT 5H,40.0083521,-81.3334509,40.0288593,-81.3439302
04/04/2014,GUERNSEY,MILLWOOD,34059243490100,Permitted,ECLIPSE RESOURCES I LP,FRITZ UNIT 3H,40.0083029,-81.3334767,40.0278549,-81.3462002
04/04/2014,GUERNSEY,MILLWOOD,34059243500100,Permitted,ECLIPSE RESOURCES I LP,FRITZ UNIT 1H,40.008251,-81.3335061,40.0268503,-81.3484666
05/09/2014,GUERNSEY,MILLWOOD,34059243510000,Permitted,R E GAS DEVELOPMENT LLC,J HALL UNIT 12H,39.9916886,-81.2601595,40.001309,-81.2628078
05/09/2014,GUERNSEY,MILLWOOD,34059243520000,Permitted,R E GAS DEVELOPMENT LLC,J HALL UNIT 10H,39.9916587,-81.2601957,40.0013599,-81.2650308
03/28/2014,GUERNSEY,MILLWOOD,34059243530000,Drilling,R E GAS DEVELOPMENT LLC,J HALL UNIT 8H,39.9916261,-81.2602284,40.0034424,-81.2698844
03/28/2014,GUERNSEY,MILLWOOD,34059243540000,Permitted,R E GAS DEVELOPMENT LLC,J HALL UNIT 6H,39.9915935,-81.2602611,40.0034934,-81.272393
03/28/2014,GUERNSEY,MILLWOOD,34059243550000,Permitted,R E GAS DEVELOPMENT LLC,J HALL UNIT 4H,39.9915637,-81.2602974,40.0017762,-81.27358
03/28/2014,GUERNSEY,MILLWOOD,34059243560000,Permitted,R E GAS DEVELOPMENT LLC,J HALL UNIT 2H,39.9915311,-81.2603301,40.0010717,-81.2755236
04/04/2014,GUERNSEY,OXFORD,34059243570100,Permitted,ECLIPSE RESOURCES I LP,ANDY YODER A 5H,40.0338387,-81.3152052,40.0506704,-81.3283421
04/04/2014,GUERNSEY,OXFORD,34059243580100,Permitted,ECLIPSE RESOURCES I LP,ANDY YODER A 3H,40.0338394,-81.3152766,40.0501262,-81.331034
04/04/2014,GUERNSEY,OXFORD,34059243590100,Permitted,ECLIPSE RESOURCES I LP,ANDY YODER A 1H,40.0338401,-81.3153481,40.0496289,-81.3337572
04/21/2014,GUERNSEY,OXFORD,34059243620000,Permitted,ECLIPSE RESOURCES I LP,ANDY YODER D 4H,40.0338415,-81.3154909,40.0192219,-81.3002976
04/21/2014,GUERNSEY,OXFORD,34059243630000,Drilling,ECLIPSE RESOURCES I LP,ANDY YODER D 6H,40.0338408,-81.3154195,40.0202684,-81.29793
04/21/2014,GUERNSEY,OXFORD,34059243640000,Permitted,ECLIPSE RESOURCES I LP,ANDY YODER D 2H,40.0338423,-81.3155623,40.0181726,-81.3026615
04/23/2014,GUERNSEY,MILLWOOD,34059243650000,Permitted,ECLIPSE RESOURCES I LP,FRANK MILLER UNIT 6H,39.9950145,-81.3386684,39.9786404,-81.3261955
04/23/2014,GUERNSEY,MILLWOOD,34059243660000,Permitted,ECLIPSE RESOURCES I LP,FRANK MILLER UNIT 2H,39.9949359,-81.3387697,39.9765837,-81.3308335
04/23/2014,GUERNSEY,MILLWOOD,34059243670000,Permitted,ECLIPSE RESOURCES I LP,FRANK MILLER UNIT 4H,39.9949766,-81.338719,39.9776121,-81.3285145
05/07/2014,GUERNSEY,MADISON,34059243690000,Drilling,AMERICAN ENERGY UTICA LLC,RED HILL FARM MDS GR 1H,40.1275402,-81.3459749,40.1470387,-81.3653602
05/07/2014,GUERNSEY,MADISON,34059243700000,Drilling,AMERICAN ENERGY UTICA LLC,RED HILL FARM MDS GR 3H,40.1274711,-81.3459331,40.1483289,-81.3622198
05/23/2014,GUERNSEY,LONDONDERRY,34059243780000,Drilling,AMERICAN ENERGY UTICA LLC,LAKE EAST LND GR 6H,40.148281,-81.2975087,40.1346366,-81.2825165
05/23/2014,GUERNSEY,LONDONDERRY,34059243790000,Drilling,AMERICAN ENERGY UTICA LLC,LAKE LND GR 4H,40.148336,-81.297522,40.1335643,-81.2850139
05/23/2014,GUERNSEY,OXFORD,34059243800000,Permitted,ECLIPSE RESOURCES I LP,BORTON A UNIT 2H,40.0531329,-81.2787274,40.0341504,-81.2683759
06/16/2014,GUERNSEY,OXFORD,34059243810100,Permitted,ECLIPSE RESOURCES I LP,BORTON C UNIT 8H,40.0532978,-81.2787531,40.0362823,-81.2588665
06/16/2014,GUERNSEY,OXFORD,34059243820100,Permitted,ECLIPSE RESOURCES I LP,BORTON C UNIT 6H,40.0532428,-81.2787433,40.0350041,-81.2618393
07/11/2014,GUERNSEY,OXFORD,34059243840100,Permitted,ECLIPSE RESOURCES I LP,WEEKENDER 4H,40.0539088,-81.2649708,40.0380432,-81.2524919
06/05/2014,GUERNSEY,LONDONDERRY,34059243860000,Drilling,CARRIZO (UTICA) LLC,WAGLER 2H,40.1660914,-81.3120345,40.1503095,-81.2945293
07/11/2014,GUERNSEY,OXFORD,34059243870100,Permitted,ECLIPSE RESOURCES I LP,WEEKENDER 8H,40.0540029,-81.2650477,40.0392951,-81.2470798
07/11/2014,GUERNSEY,OXFORD,34059243880100,Permitted,ECLIPSE RESOURCES I LP,WEEKENDER 2H,40.0538644,-81.2649323,40.0381073,-81.2556909
07/11/2014,GUERNSEY,OXFORD,34059243890100,Permitted,ECLIPSE RESOURCES I LP,WEEKENDER 6H,40.0539558,-81.2650092,40.0389195,-81.2499653
06/13/2014,GUERNSEY,WILLS,34059243900000,Drilling,PDC ENERGY INC,COLE 4H,40.0435476,-81.3811465,40.0614408,-81.3810616
06/13/2014,GUERNSEY,LONDONDERRY,34059243910000,Drilling,AMERICAN ENERGY UTICA LLC,LAWSON LND GR 2H,40.1278174,-81.2963903,40.105463,-81.2844302
06/13/2014,GUERNSEY,LONDONDERRY,34059243920000,Drilling,AMERICAN ENERGY UTICA LLC,LAWSON LND GR 6H,40.1277101,-81.2963671,40.1080929,-81.2783278
06/19/2014,GUERNSEY,OXFORD,34059243930000,Permitted,ECLIPSE RESOURCES I LP,BORTON B UNIT 4H,40.0531879,-81.2787371,40.0333715,-81.2645362
06/23/2014,GUERNSEY,WILLS,34059243940000,Drilling,PDC ENERGY INC,COLE 3H,40.0435372,-81.3812003,40.0615008,-81.3836152
06/23/2014,GUERNSEY,WILLS,34059243950000,Drilling,PDC ENERGY INC,COLE 2H,40.0435294,-81.3812504,40.0613614,-81.3862862
06/23/2014,GUERNSEY,WILLS,34059243960000,Drilling,PDC ENERGY INC,COLE 1H,40.0435217,-81.3813041,40.0594911,-81.3888171
06/25/2014,GUERNSEY,RICHLAND,34059243970000,Drilling,CARRIZO (UTICA) LLC,RECTOR 3H,39.9558615,-81.3972056,39.9792941,-81.4099121
06/25/2014,GUERNSEY,RICHLAND,34059243980000,Drilling,CARRIZO (UTICA) LLC,RECTOR 4H,39.9558202,-81.3971956,39.977425,-81.4126249
06/26/2014,GUERNSEY,RICHLAND,34059243990000,Drilling,CARRIZO (UTICA) LLC,RECTOR 11H,39.9560211,-81.3972495,39.9372433,-81.3796623
06/26/2014,GUERNSEY,RICHLAND,34059244000000,Drilling,CARRIZO (UTICA) LLC,RECTOR EAST 2H,39.9559,-81.3972157,39.9802955,-81.4077767
06/26/2014,GUERNSEY,RICHLAND,34059244010000,Permitted,CARRIZO (UTICA) LLC,MOHOROVICH WEST 8H,39.9546317,-81.3778195,39.9790647,-81.4003273
06/26/2014,GUERNSEY,RICHLAND,34059244020000,Permitted,CARRIZO (UTICA) LLC,RECTOR EAST 14H,39.9546699,-81.377801,39.979136,-81.4032487
12/23/2010,HARRISON,ARCHER,34067210570100,Producing,CHESAPEAKE EXPLORATION LLC,NORTH AMERICAN COAL ROYALTY CO BUELL 8H,40.3504489,-81.019569,40.3338128,-81.0074043
03/15/2012,HARRISON,ARCHER,34067210590000,Permitted,CHESAPEAKE EXPLORATION LLC,JEWETT SPORTSMEN CLUB 4-11-5 8H,40.3445909,-80.9896869,40.3310284,-80.977482
02/28/2012,HARRISON,ATHENS,34067210620100,Producing,GULFPORT ENERGY CORPORATION,WAGNER 1-28H,40.1728136,-81.0778405,40.1534039,-81.0633813
02/08/2012,HARRISON,STOCK,34067210630100,Producing,CHESAPEAKE EXPLORATION LLC,STUART HENDERSON 11-12-6 3H,40.3619651,-81.1288478,40.3768514,-81.1381293
02/08/2012,HARRISON,STOCK,34067210640000,Producing,CHESAPEAKE EXPLORATION LLC,STUART HENDERSON 11-12-6 1H,40.3619247,-81.1289061,40.375234,-81.1413102
04/27/2012,HARRISON,NOTTINGHAM,34067210650100,Producing,GULFPORT ENERGY CORPORATION,BOY SCOUT 1-33H,40.2583959,-81.2145879,40.2775534,-81.228405
03/15/2012,HARRISON,ARCHER,34067210660000,Permitted,CHESAPEAKE EXPLORATION LLC,JEWETT SPORTSMAN CLUB 4-11-5 6H,40.3446137,-80.989751,40.3294655,-80.9809146
03/15/2012,HARRISON,ARCHER,34067210670000,Permitted,CHESAPEAKE EXPLORATION LLC,BUELL  10-11-5 10H,40.3503391,-81.0195715,40.3334855,-81.0029634
03/19/2012,HARRISON,STOCK,34067210680000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON SOUTH 10-12-6 5H,40.3515269,-81.1312977,40.3668111,-81.1396657
03/19/2012,HARRISON,STOCK,34067210690000,Producing,CHESAPEAKE EXPLORATION LLC,HENDERSON SOUTH 10-12-6 1H,40.3514862,-81.1313416,40.3644429,-81.1422764
04/02/2012,HARRISON,STOCK,34067210700000,Producing,CHESAPEAKE EXPLORATION LLC,RENSI 4-12-6 1H,40.3536986,-81.1081881,40.3666406,-81.1218144
06/06/2012,HARRISON,MOOREFIELD,34067210710100,Producing,GULFPORT ENERGY CORPORATION,RYSER 1-25H,40.2156665,-81.2007927,40.1957553,-81.1864383
06/07/2012,HARRISON,MOOREFIELD,34067210720100,Producing,GULFPORT ENERGY CORPORATION,BK STEPHENS 1-16H,40.185364,-81.1677444,40.1727264,-81.1585238
05/25/2012,HARRISON,STOCK,34067210730000,Producing,CHESAPEAKE EXPLORATION LLC,ADDY 9-12-6 5H,40.3418775,-81.1430297,40.3574474,-81.1500872
06/04/2012,HARRISON,ATHENS,34067210740100,Producing,HESS OHIO DEVELOPMENTS LLC,CNXHAR9N5W 1H-24,40.1959518,-81.0613468,40.1819374,-81.0531372
06/04/2012,HARRISON,GREEN,34067210750000,Producing,HESS OHIO DEVELOPMENTS LLC,CNXHAR9N4W 1H-6,40.2787028,-80.8875862,40.2927508,-80.8957401
06/06/2012,HARRISON,STOCK,34067210760000,Producing,CHESAPEAKE EXPLORATION LLC,ADDY 9-12-6 3H,40.3419326,-81.1430394,40.3581946,-81.1547801
06/06/2012,HARRISON,STOCK,34067210770000,Permitted,CHESAPEAKE EXPLORATION LLC,STUART HENDERSON 11-12-6 5H,40.3619478,-81.12878,40.3782024,-81.1349429
08/16/2012,HARRISON,FREEPORT,34067210780100,Producing,GULFPORT ENERGY CORPORATION,CLAY 1-4H,40.173399,-81.2270388,40.1910917,-81.2398457
06/15/2012,HARRISON,RUMLEY,34067210790100,Producing,CHESAPEAKE EXPLORATION LLC,GOTSHALL 14-12-5 3H,40.4063101,-81.0348226,40.4205813,-81.0452055
07/12/2012,HARRISON,GERMAN,34067210800000,Drilled,CHESAPEAKE EXPLORATION LLC,DAWSON 8-11-4 5H,40.408224,-80.8964664,40.4223279,-80.9023917
07/12/2012,HARRISON,GERMAN,34067210810000,Drilled,CHESAPEAKE EXPLORATION LLC,DAWSON 8-11-4 3H,40.408214,-80.8965349,40.419182,-80.9043816
07/17/2012,HARRISON,CADIZ,34067210820100,Producing,HESS OHIO DEVELOPMENTS LLC,CNXHAR10N5W 1H-23,40.2811089,-81.0644805,40.2670494,-81.0563755
07/17/2012,HARRISON,SHORT CREEK,34067210830100,Permitted,HESS OHIO DEVELOPMENTS LLC,CNXHAR9N4W 1H-7,40.2159638,-80.9144312,40.2300125,-80.9225723
07/20/2012,HARRISON,RUMLEY,34067210850000,Producing,CHESAPEAKE EXPLORATION LLC,GOTSHALL 14-12-5 1H,40.4062528,-81.0348526,40.4180374,-81.0476531
07/25/2012,HARRISON,STOCK,34067210860000,Producing,CHESAPEAKE EXPLORATION LLC,RENSI SOUTH 4-12-6 6H,40.3536437,-81.1081892,40.3358332,-81.1026524
07/26/2012,HARRISON,RUMLEY,34067210870000,Producing,CHESAPEAKE EXPLORATION LLC,GOTSHALL 14-12-5 5H,40.406271,-81.0347732,40.4223567,-81.0421279
11/23/2012,HARRISON,WASHINGTON,34067210880000,Producing,GULFPORT ENERGY CORPORATION,LYON 1-27H,40.2464907,-81.302485,40.2299711,-81.291399
07/31/2012,HARRISON,WASHINGTON,34067210890100,Producing,CHEVRON APPALACHIA LLC,KINSEY 2-24HD,40.2884753,-81.2804898,40.3017515,-81.2872136
09/14/2012,HARRISON,WASHINGTON,34067210900000,Producing,CHEVRON APPALACHIA LLC,KINSEY 1-24 HD,40.2885238,-81.2803993,40.301052,-81.28263
09/24/2012,HARRISON,NORTH,34067210910100,Producing,ATLAS NOBLE LLC,REESE/CRAMBLETT 1H,40.4025901,-81.1286551,40.4156533,-81.145536
02/10/2014,HARRISON,STOCK,34067210920000,Drilled,CHESAPEAKE EXPLORATION LLC,DODSON 28-11-5 8H,40.3505471,-81.0797142,40.3310734,-81.0655796
08/20/2012,HARRISON,STOCK,34067210930000,Producing,CHESAPEAKE EXPLORATION LLC,ADDY 9-12-6 1H,40.3418977,-81.1431046,40.3563624,-81.157939
08/20/2012,HARRISON,MOOREFIELD,34067210940000,Producing,GULFPORT ENERGY CORPORATION,STOUT 1-28H,40.1857629,-81.2046377,40.173387,-81.190456
02/01/2013,HARRISON,NOTTINGHAM,34067210960000,Producing,GULFPORT ENERGY CORPORATION,BOY SCOUT 2-33H,40.2582459,-81.2146768,40.2776506,-81.2317005
09/21/2012,HARRISON,NOTTINGHAM,34067210970000,Producing,GULFPORT ENERGY CORPORATION,BOY SCOUT 5-33H,40.2583223,-81.2146323,40.2438461,-81.2041603
12/07/2012,HARRISON,NORTH,34067210980000,Producing,ATLAS NOBLE LLC,REESE/CRAMBLETT 5H,40.4025935,-81.1289423,40.4162922,-81.1542865
09/24/2012,HARRISON,NORTH,34067210990000,Producing,ATLAS NOBLE LLC,REESE/CRAMBLETT 4H,40.4025926,-81.1288669,40.41621,-81.152205
03/12/2013,HARRISON,NORTH,34067211000000,Producing,ATLAS NOBLE LLC,REESE/CRAMBLETT 3H,40.402589,-81.1287952,40.4149053,-81.1468154
09/24/2012,HARRISON,NORTH,34067211010000,Producing,ATLAS NOBLE LLC,REESE/CRAMBLETT 2H,40.4025909,-81.1287269,40.4145477,-81.1465174
10/01/2012,HARRISON,STOCK,34067211020000,Producing,CHESAPEAKE EXPLORATION LLC,RENSI 4-12-6 3H,40.3537251,-81.1081157,40.3684739,-81.1188155
10/01/2012,HARRISON,STOCK,34067211030000,Producing,CHESAPEAKE EXPLORATION LLC,RENSI 4-12-6 5H,40.3536702,-81.1081169,40.3698916,-81.1155201
02/01/2013,HARRISON,NOTTINGHAM,34067211040000,Permitted,GULFPORT ENERGY CORPORATION,BOY SCOUT 3-33H,40.2582182,-81.2146558,40.2428586,-81.2061604
01/03/2013,HARRISON,NOTTINGHAM,34067211050000,Permitted,GULFPORT ENERGY CORPORATION,BOY SCOUT 6-33H,40.2582077,-81.214699,40.2775746,-81.224161
02/01/2013,HARRISON,NOTTINGHAM,34067211060000,Producing,GULFPORT ENERGY CORPORATION,BOY SCOUT 4-33H,40.2583577,-81.2146101,40.245236,-81.2025464
11/13/2012,HARRISON,WASHINGTON,34067211070000,Permitted,GULFPORT ENERGY CORPORATION,MWCD 1-11H,40.2771199,-81.2552577,40.2567465,-81.2404097
07/08/2013,HARRISON,RUMLEY,34067211080000,Drilled,CHESAPEAKE EXPLORATION LLC,LONG 21-12-5 8H,40.4177007,-81.0524805,40.4011568,-81.0399379
10/30/2012,HARRISON,STOCK,34067211090000,Drilled,CHESAPEAKE EXPLORATION LLC,DODSON 28-11-5 5H,40.350598,-81.079828,40.3667285,-81.0872762
10/30/2012,HARRISON,STOCK,34067211100000,Drilled,CHESAPEAKE EXPLORATION LLC,DODSON 28-11-5 3H,40.3505481,-81.0797968,40.3655652,-81.0906636
01/11/2013,HARRISON,STOCK,34067211110000,Producing,CHESAPEAKE EXPLORATION LLC,RENSI SOUTH 4-12-6 10H,40.3536153,-81.108118,40.3424723,-81.096705
01/11/2013,HARRISON,STOCK,34067211120000,Producing,CHESAPEAKE EXPLORATION LLC,RENSI SOUTH 4-12-6 8H,40.3535888,-81.1081903,40.3395763,-81.1007444
10/25/2012,HARRISON,MOOREFIELD,34067211130000,Producing,GULFPORT ENERGY CORPORATION,BK STEPHENS 2-16H,40.1853974,-81.1677759,40.1988154,-81.1780764
10/25/2012,HARRISON,ATHENS,34067211140000,Producing,HESS OHIO DEVELOPMENTS LLC,CNXHAR9N5W 2H-24,40.1961341,-81.0614288,40.1825397,-81.0493482
10/25/2012,HARRISON,MOOREFIELD,34067211150000,Producing,GULFPORT ENERGY CORPORATION,RYSER 2-25H,40.2157075,-81.2007812,40.2310621,-81.2119438
11/01/2012,HARRISON,STOCK,34067211160000,Drilled,CHESAPEAKE EXPLORATION LLC,DODSON 28-11-5 1H,40.3504983,-81.0797655,40.3639348,-81.0937952
12/14/2012,HARRISON,WASHINGTON,34067211170000,Producing,GULFPORT ENERGY CORPORATION,LYON 2-27H,40.2464223,-81.3025042,40.2310077,-81.2869177
11/26/2012,HARRISON,MOOREFIELD,34067211180000,Producing,GULFPORT ENERGY CORPORATION,STOUT 2-28H,40.1856922,-81.2046964,40.1734567,-81.1857882
12/05/2012,HARRISON,RUMLEY,34067211190000,Drilled,CHESAPEAKE EXPLORATION LLC,STEWART 12-11-5 3H,40.3786298,-81.0128303,40.3903788,-81.0220394
12/05/2012,HARRISON,RUMLEY,34067211200000,Drilled,CHESAPEAKE EXPLORATION LLC,STEWART 12-11-5 5H,40.3785853,-81.0127883,40.3917577,-81.0187165
12/12/2012,HARRISON,STOCK,34067211210000,Producing,CHESAPEAKE EXPLORATION LLC,KIDD 21-12-6 3H,40.3445413,-81.1698834,40.3569319,-81.1784889
12/12/2012,HARRISON,STOCK,34067211220000,Producing,CHESAPEAKE EXPLORATION LLC,KIDD 21-12-6 5H,40.344505,-81.1698303,40.3574135,-81.1745751
12/12/2012,HARRISON,STOCK,34067211230000,Permitted,CHESAPEAKE EXPLORATION LLC,KIDD 21-12-6 1H,40.3445066,-81.1699702,40.3524317,-81.179615
02/11/2013,HARRISON,MOOREFIELD,34067211250000,Producing,GULFPORT ENERGY CORPORATION,RYSER 3-25H,40.2156254,-81.2008042,40.2300062,-81.2154275
03/13/2013,HARRISON,ATHENS,34067211260000,Producing,GULFPORT ENERGY CORPORATION,WAGNER 2-28H,40.1727724,-81.0778414,40.1526234,-81.0659166
03/13/2013,HARRISON,ATHENS,34067211270000,Producing,GULFPORT ENERGY CORPORATION,WAGNER 3-28H,40.1728548,-81.0778432,40.1545175,-81.0702693
08/01/2013,HARRISON,SHORT CREEK,34067211280100,Permitted,HESS OHIO DEVELOPMENTS LLC,CNXHAR9N4W 1H-7A,40.2159638,-80.9144312,40.2300125,-80.9225723
01/27/2014,HARRISON,ARCHER,34067211290000,Drilled,CHESAPEAKE EXPLORATION LLC,NM HARRISON 16-11-5 3H,40.3506235,-81.0414168,40.3683418,-81.0541366
10/24/2013,HARRISON,ARCHER,34067211300000,Drilled,CHESAPEAKE EXPLORATION LLC,NM HARRISON 16-11-5 6H,40.3505544,-81.0413789,40.3337707,-81.0335525
01/27/2014,HARRISON,ARCHER,34067211310000,Drilled,CHESAPEAKE EXPLORATION LLC,NM HARRISON 16-11-5 5H,40.3506613,-81.0413658,40.3696548,-81.0509498
10/24/2013,HARRISON,ARCHER,34067211320000,Drilled,CHESAPEAKE EXPLORATION LLC,NM HARRISON 16-11-5 8H,40.3505922,-81.0413278,40.3351125,-81.0305204
10/24/2013,HARRISON,ARCHER,34067211330000,Drilling,CHESAPEAKE EXPLORATION LLC,NM HARRISON 16-11-5 10H,40.3506299,-81.0412767,40.3381483,-81.0283549
09/26/2013,HARRISON,ARCHER,34067211340000,Drilled,CHESAPEAKE EXPLORATION LLC,NM HARRISON 16-11-5 1H,40.350583,-81.0414679,40.3668832,-81.0575383
02/20/2013,HARRISON,ATHENS,34067211350000,Producing,HESS OHIO DEVELOPMENTS LLC,CNXHAR9N5W 3H-24,40.1963552,-81.060683,40.1801957,-81.0564997
03/18/2013,HARRISON,MOOREFIELD,34067211360000,Producing,GULFPORT ENERGY CORPORATION,BK STEPHENS 3-16H,40.1853307,-81.1677092,40.1989507,-81.1807444
04/15/2013,HARRISON,FREEPORT,34067211390000,Producing,GULFPORT ENERGY CORPORATION,CLAY 2-4H,40.173446,-81.2270665,40.1911997,-81.2374598
03/27/2013,HARRISON,MOOREFIELD,34067211400000,Producing,GULFPORT ENERGY CORPORATION,RYSER 4-25H,40.2157718,-81.2018398,40.2317276,-81.2093809
04/15/2013,HARRISON,FREEPORT,34067211410000,Producing,GULFPORT ENERGY CORPORATION,CLAY 3-4H,40.1733465,-81.227004,40.1910467,-81.2348067
